word,count
وقداسته,1
نسيء,1
ذبحونا,1
الإنحدار,1
ومستشار,1
ويشق,1
فتؤدي,1
التنازع,2
والتنازع,1
الإمم,1
حاكمية,1
لفجر,1
يطفيئوه,1
وإفراط,1
بحريينين,1
ولا تحركنا,1
تتهمنا,1
لربهم,1
المنتمون,1
تورطه,1
لرحل,2
الأردنى,1
ووظائف,2
تتعظ,2
فوضهم,1
الفارغات,1
ولا تغني,1
و 16,1
تكفيهم,1
تمديدها,1
لا يضيعوا,1
وعربدتهم,1
أوصلتوا,1
محسوبياتكم,1
وستحاسب,1
للفنان,2
استشر,1
محامي,1
قروش,1
يأتونك,1
يرضوك,1
سياساتك,1
فنانة,1
الفنانة,4
وإبداعها,1
للإستماع,1
يتجمعوا,1
لليمنية,1
السخط,1
لأوانه,1
وإستنتاج,1
فعلاقتها,1
عمودي,1
بحلم,1
تره,1
أفتاكم,1
أسلمهم,1
أو أعوانها,1
أدخلتكم,1
ما لا يحصى,1
نافسوا الغرب,1
مغلفة,1
أضطهد,1
ويضطهد,1
وبيدي,1
طغاتهم,1
ليخلصنا,2
يخلفنا,1
بصالحين,1
الإفتراضي,1
قويا ، والدولة,1
وأضعف,1
أحزنتنا,1
لتتغاضى,1
والإلتفاف,2
و أتوقع,1
سارقين,1
المضحيين,1
والبلداء,1
وينضم,2
لا تنكسر,1
والتأخر,1
وجود عوامل,1
الأمة ، إخراج,1
وتقهقرها الحالي,1
تفتتها,1
ووصولها,2
حاليا ، والمتمثل,1
والإتجاه,1
العلمانية ، وإتساع,1
صندوقا,1
لإلتزامه,1
يا للعجب,1
قصيري,1
وضيقي,1
إنتقادهم,1
كلاي,3
حملتها,1
والغرابة,1
تثيرون,1
تكابرون,1
يستشهدوا,1
وبلخادم,2
لخجلت,1
صممنا,1
ودفعنا,1
وثأرنا,1
يلقم,1
إرتفع,1
صراخه,2
فألقمه,1
أسكتت,1
لهوله,1
منظماتها,1
وصدر,1
لرجوت,1
حانثا,1
وإلتحام,1
وتجارب,1
لذبت,1
أكسبها,1
وبإقتدار,1
أبالغ,1
التكريم,1
يأيها,1
والفاسق,1
يفسق,1
المتروكين,1
يطاولون,1
للعلن,1
نرفضهم,1
لوصولهم,1
بآليات,1
لثورته,1
التعزية,1
المبدعة,2
المحنكين,1
لتنمية,3
تكتبي,1
ستسند,1
المتبقي,2
ولاهم,2
وتخوفهم,1
يزكي,2
سينزل,2
للمتأسلمين,1
ومعتقدهم,1
جمعات,1
‘سقاط,1
انبطحت,1
لإيباك,1
وتصوروا,1
يرضعوا,1
ينخرطوا,1
إنخرطت,1
حجمته,1
ووجهته,1
جاذبا,1
لأغلب,1
كالسويد,1
ككندا,1
نخطئ,2
والمنهج,1
تسبقنا,1
وتنزانبا,1
برومانيا,1
لإلتهام,1
سيىء,1
الإجهاض,1
لمؤسسات,2
إضمحلت,1
فحبا,1
بفوز الأفلان,1
إحتساب,1
محتويات,1
لمس,2
واستفاد,1
بالمعنويات,1
أتخذت,1
مساواة,2
مغربيا,1
لنصرتنا,2
يعتم,1
فليتجه,1
وليتركنا,1
ليتركنا,1
المجهرية,1
تفز,1
الإنطباع,1
لفبركت,1
يعاشر,1
إكتفت,1
ونقلته,1
إنتقله,1
لشرم,1
ليتمتع,1
بثلث,1
المتداول,1
ومعبر,2
لوقتها,1
ومكانها أيضا,1
ونأخذ,2
لتقطف,1
النشيط,1
فالصور المرافقة,1
للتقرير,1
مبتعثين,2
حوثيين,1
إختفائهم,1
إختطفتهم,1
أملى,1
لإتعاب,1
بتتبع,1
بإنتظارهم,1
إقتراح,1
مستمر ، فلن,1
لتتبعهم,1
و هذا,2
والكثيرين,1
لطلعاتكم,1
قيمتكم,1
أظهرتموها,1
وسيخف,1
معلومكم,1
بالإستفراد,2
بأشخاص,1
ندعكم,1
تعتقلون,1
مجهرية,2
وفاشلة,1
يجدد,1
ولإختبار,1
الهتاف,1
يعمق,1
والإفتراء,1
يتمنوا,1
أمالهم,1
وزدنا,2
رخاءا,1
لمراهقين,1
إستكمال,1
المعطلون,1
يستجمون,1
فأمواله,1
فاخترع,1
مثلتها,1
البشاروصفوية,1
طريقك,1
الولائية,2
للدرك,2
تمنراست,2
لمركز,2
إجتماعا,2
ستراق,1
يؤمنه,1
وإنتزاعه,1
ينسبها,4
والتكفريين,2
التكفريين,2
فكشفت,2
ويزهق,2
طبعنا,2
بنخوة,1
ومعارفي,1
طهورا,1
ما أعتقد,2
بالنهوض,1
شجع,1
العربية على,1
ونتطور,1
وإقتصاديا,1
يقصده,1
المزمرون,1
ترتق,2
أعز الله,2
خاصته,1
وقيما,1
وأهون,1
الحيف,1
والحكرة,1
تصمون,1
وتقنعون,1
الأشجع,1
لا تفلحون,1
إستحضار,1
إنتصاراتكم,1
إعتبارها,1
أنا ذا,1
ما يدل,2
تسير نحو,1
بن علي,2
فالأبواب,1
يتقزم,1
الجماهيرية,2
تورطهم,2
و من,1
فموقفه,1
غامض,1
وإبداع,2
ولعلنا,2
وقحطان,1
يسيطرون على,1
رؤساءهم,1
بإرجاح,1
وينقذوا,1
ويسيروا,1
الرجاء الإنصاف,1
السلفیین,1
التکفیریین,1
کمثل,1
الذی,1
استوقد,1
بنورهم,1
ترکهم,1
یبصرون,1
بکم,1
عمی,1
یرجعون,1
سیری,1
الذین,1
ینقلبون,1
الربیع,1
العربی,1
کهذا,1
أین,2
یاسمین,1
میدان,1
سوی,1
میادین,1
التصفيات,2
الحبلين,2
إيقافه,1
يتعدی,1
بشيبها,1
ونسائها ال,1
إلی,1
متی,1
بالمياديين,1
وبريطانيون,1
بريطانيون,1
وفرنسيون,1
وفنزويليون,1
فنزويليون,1
ليشتغل,1
لمصيرهم,1
وبأغلبية,1
وإنشقاقات,1
لقوائم,1
والقاعدة في,1
لا يأتون,1
أو وقت,1
ديموس,1
كراتوس,1
للأهلية,1
ليطلق,1
وسيتساقط,1
وسيفشل,1
الصهيوقطري,1
رسمه,1
يعبق,1
تحررنا,2
يطاردكم,1
لمراهقي,1
فتصف,1
بالمراهقين,1
وأدعوك,1
تعاليقك,1
تفرقون,1
فطنوا,1
للمشروع الصهيوني,1
أبو منيار,1
إشربوا,1
وعافية,2
عافية,2
لتطبق,1
محدثا,1
إستمعوه,1
لاهية,1
مبايع,1
المتوافق,1
والنقاش,2
وتبارك,2
وسنشعر,1
سيصلوا,1
تخدعنا,3
وتقرر,1
أتحرك,1
بتهنئة,1
يزاح,1
وتزاح,1
تزاح,1
بأفعالها,2
فنائها,1
تعبيرك,1
ليأكدوا,1
سينفضح,1
ومضاد,1
والغوغاء,1
الأقوم,1
وفحص,1
فحص,2
شهدناها,1
الريفية,2
وسهولة,2
إنقيادهم,1
أما المدن,1
وخاصة الكبيرة : دمشق,1
والرقة ، واللاذقية ، أو المدن,1
فيها الوعي,1
السويداء وطرطوس,1
والقنيطرة . هذه,1
غايات,1
يخففون,1
ولهجة,1
لهجه,1
الإستعلاء,1
راجيين,1
وسيليه,1
سيليه,1
وإنتمائه,1
تملق,1
وإسترضاء,1
إقتصاديين,1
الإستئصال,1
ئه,1
ونفاقها,1
المتفرعن,1
عنوانين,1
لخبرين,1
تناقلتهما,1
إقبالا,3
الخبر الثاني,1
الفتور,1
ضلوا,1
أحرارها,1
ونساءها,2
وشيوخها,2
شيوخها,1
وقذفوا,1
ومكروا,1
لا جزم,1
وأيقن,2
عمودهم,1
تجروا,1
يطيعهم,2
فمصلحة,1
للتصريحات,1
فالصحيح,1
إتصالنا,1
ل 23 مليون,1
1 بالمائة,1
تسمعوهم,1
51 بالمائة ، وساركوزي,1
بإنتخابات,1
تهويلا,1
لمساركم,1
أسالم,1
يستبيحني,1
المتروك,1
إستباحته,1
يا 70,1
فالمغرب,2
عسكرنا,1
المتخوفين,2
سأخبركم,1
تعلموه,1
وسيجني,1
لمنظومة,1
أترجى,1
يعيروا,1
يؤرقهم,1
للجيا,1
للحسرة,1
فاذهبوا,2
لجحوركم,1
بشرة,1
والأشقر,1
والكردي,1
والهندي,2
ستنجحون,1
كفاها,1
المسموعة,1
والمقروءة,1
ابتعدت,1
راقصات,1
وسلامتكم .,1
وسلامتكمـــ,1
وحارة,1
الضبع,3
تستسلما,1
فقدانهما,1
مريرا,1
الدرامية,3
بملامستها,1
بطرحها,1
باروميتر,1
يقيس,1
سنتمسك,1
يمسي,1
بالصراحة,1
والمخرج,2
يتسلحون,1
بنطق,1
يرسم,1
بتحليلاته,1
ومقالاته,2
النورانية,1
منتحرا,1
صفعته,1
اللفظي,1
بالبوعزيزي,1
الشخصنة,1
وخلصه,1
الرروهينجا,1
لا أشك,1
لتنفذ,2
تعهداتها,1
والأسف,2
وإحصاء,1
تمدوا,1
العدالة ، والجنوب,1
لو انفصل,1
الترابط,1
الأسري,1
أتابعه,1
كالسابق,1
الكبوات,1
والممثل,2
مملا,2
العملاقين,1
ووجع,1
بالتسمية,1
نعني,1
بالجزء,2
البليلة,2
كوميدية,2
5000 ليرة,1
واللادينية,1
الحداثيين,1
تجربته,2
الإيمانية,1
بجزئيه,1
والرابع,1
أخفقا,1
والمؤلف,1
مجبران,1
لكمية,1
وبضعة,1
تغنيكم,1
والمنتج,1
انحرافا,1
رآها,1
بتعديلها,1
لطمعه,1
ويكبر,3
ويذوق,1
ألوانا,1
مصرعيها,1
لأشباه,1
"و""بلطجية""",1
الهابط,1
لتدفعون,1
تعلمنو,1
لنقاتل,1
ونجاهد,1
لإسقاطك,1
وأشكره,1
أشكره,1
جاك,1
ناشئة,1
وزار,1
وتحليلاته,1
ونثق,2
بصفر,1
لأرجوه,1
وأرجوك,1
بضاعتك,1
المستوزر,1
لحيثيات,2
بالصفر,2
عباءته,1
بعادات,1
ويومياتهم,1
وتعاملاتهم,1
النطح,1
والردح,1
ومحاكاة,1
المندثرة,1
الحوامل,2
وطرحهن,1
صراح,2
الدراوي,1
وحضرته,1
المنظمين,1
وبالشعب,1
والكافية,1
لديارهم,1
فلسطينة,1
ويتوصل,1
تعذر,2
وأنفاق,1
مأخوذة,1
الدعاء لأهل,1
وبفك,1
رتبوا,1
الترفيهية,1
وكذبوا,1
رؤسائهما,1
فضحهما,1
لأفضحك,1
كمراقبين,1
الأسترالية,1
حرمانهما,1
إجازات,1
مرضية,3
وتعقيبا,1
فمحمد,1
يتوفاه,1
إضرام,1
يرزقه,1
وحثيثة,1
احتقاره,1
اللاييكية,1
وعتاة,1
يتسمر,1
نصاعة,1
مضمونا,1
يتتبع,1
الآراء أن,1
الشابات,1
يتفقون,2
تجولوا,1
جلون,1
المنادي,1
سلكوا,1
يا الماء,1
الحارات,1
أميمة,1
إلا على,1
متفرقين,1
لا رأي,1
ولا اقتصاد,1
علينا ، وعلى,1
توحدوا شعوبا,1
اعصوهم,1
وتوحدوا بحبل,1
مجتمعها,2
علاجا,1
وشافيا,1
شافي,1
لماليزيا,1
الشريكة,1
موادا,2
لستر,3
جمالهم,1
ستره,1
وبالترجمة,1
فتحسنت,1
وارتفعت,1
والسياحية,1
للمستثمرين,2
وأرضا,1
للاستثمارات,1
بلهجتنا,1
وتلقبه,1
تلقبه,1
اتجاهه,2
وحلوة,1
كقصة,1
ما قصر,1
لا يقطع,1
ويتابع,1
أن نبعد,1
تكفوون,1
البوعزيز,1
لأمتهم,1
الرضوان,1
انضممت,1
وبكامل,1
إرادتك,1
الشعبويين,1
كعبد,1
وصفك,1
بثيودور,1
هرتزل,2
ومقالك,1
دعاءنا,1
ليلنا,1
على الظالمين,1
التفلسف,1
الأبهة,1
لكلماتي,1
سأذكر,1
هيغو,1
شافاز,1
ثوار ونحن,1
سباقون,1
بدرس,1
ضميرا,1
أصوب,1
المتعفنين,1
يقرفصون,1
وينزلون,1
المخازي,1
لفكرك,1
لعقلك,1
لعروبتك,1
اندفع,1
تراجعوا,1
وأرابيسك,1
والشهد,1
وهوانم,1
والمساء,1
ورأفت,1
الهجان,1
ويوميات,1
ونيس,1
والراية,1
جزئين,1
العد العكسي,1
بالصعود,1
ينحدرون,1
السالب,1
نضاجة,1
نادرون,1
إلخ . .,1
لميزانية,1
وتفيض,1
بالقيادة,3
والحاضرة,1
ويستخفون,1
بالفلسطيني,1
تحركو,1
اوامر,2
منضبط,1
وعنصر,1
الاوامر,1
بامر,1
يعاكس,1
الملك00,1
وهذ,1
اتيار,1
وشى,1
منتتشر,1
وتدافعت,1
وأصاب,1
لتخليصه,2
وسلموه,1
سلموه,1
وأعضاءها,1
لولا المخابرات,1
يفتقدها,1
تسويدا,1
ويومية,1
لقرائتك,1
لواقعنا,1
والحزين,1
وأهنئك,2
فقدناها,1
غربتان,1
وغربة,1
عاصرنا,1
تجعلك,2
دناءتها,1
وخذلانها,1
مبعوثون,1
الجزء الرابع,1
وأنهى,1
مادته,1
لجوءه,1
مرما,1
عدتم,3
حصيرا,1
تهرول,1
تكافئهم,1
تضييعا,1
النقاد,1
ابداع,1
واستمراريته,1
استمراريته,1
الوزن,2
وتعي,1
واليد,1
كنوزنا,1
والحرمة,2
أوافقه,2
وتهيء,1
نلمس,2
وعادات,1
يعيشان,2
تهميشا,1
ومبرمجا,1
مبرمجا,1
لعولمة,1
واهتمام,1
ارع,1
تعطشه,1
شه,1
لعودتها,1
يدار,1
الجمعه,1
رغدان,1
والاردن,1
جيفة,1
تتعطل,1
لكاذبون,1
ومنافقون,1
بانيبال,1
د .,1
أشاطرك,1
المؤثرين,2
التايمز,1
وتأثيره,1
تأثيره,2
هبط,1
ببرشوت,1
أدراجها,1
أنا أعتقد,1
لامس,1
وطرقه,1
بحريتها,1
ويتمسخرون,1
والغرور,1
يتقوقع,1
لغيركم,1
بالتمتع,1
بالدراما,1
برامجكم,1
والمتميزة,1
بالتهريج,1
لارتداء,1
الإيرانيه,1
في الشوارع,1
ميلشيات,2
التراس,1
والتراس,3
اسرئيل,1
أخطرهم,1
استأجار,1
للبوعزي,1
حسبى,1
فلإسلام,1
مشوق,1
البوليميك,1
والديماغوجيات,1
المترهلة,1
تفي,1
غرضا,1
والراكبين,1
والمستميلين,1
هيكلة,1
فأوضاع,1
مزرية,1
الإختلاسات,1
وإقتصاد,1
إقصاد,1
الريع,1
والمنازل,1
الإسغلال,1
وشرعنة,1
إسغلال,1
تفتري,1
الشاسع,1
المجرات,1
مهندسا,1
قصرا,1
شاسعا,1
ينعموا,1
عبودية عصابات,1
استبدلتم,1
لتطيحوا,1
فذوقوا,1
بتحفظ,1
وبموجز,1
ويعطى,1
تعيرها,1
فاعلي,1
ليبدع,1
ويزيده,1
وتقدما,1
بإستضافتها,1
عزيزنا,1
الشديد ، ونقولها,1
بحسرة,1
كسالى,1
وإتكاليين,1
شمروا,1
سواعدهم,1
تبدأ بحجب,1
يعارضها,1
يلجأون إلى,1
بروكسي,1
يا بني,1
لا تدفن,1
عبقريات,1
تذبل,1
والرعاية,2
الواعد,1
المغربيين,1
ينتهزون,1
ويبينون,1
يتمنوه,1
ومستعدين,1
والتقى,2
بالمالكي,1
جلبته,1
إستغرابي,1
واسلاماه,1
بالإعجاب,1
بمثلها,1
والتكالب,1
ومقربيه,1
مقربيه,1
الإمتيازات,1
الطفيلة,1
وللأسبوع,1
وتعطيها,1
تطغى,2
مهنيين,1
أرصدتهم,1
البليارات,1
شير,1
يتمزق,1
بيكاسو,1
للوحاته,1
لا تجعلونا,1
لمجموعات,1
بإقفال,1
النماذج,1
ضبطهم,1
احتجوا,1
إنتحار,1
والإنتحار,1
تخالفوا,1
أويقتل,1
وإستثمار,1
ويأتون,2
بالمردود,1
يبصر,1
وسيساهم,1
سيتجه,1
يأخذوها,1
ويرتدوا,1
ويبتعدوا,1
وتقل,2
وأجج,1
المتصعلك,1
ظهراني,1
ويتهمهم,1
إبقائنا,1
ويعيثون,1
تبالغين,1
ونتصارع,1
تنشريها,1
وبالسب,1
وتأخذين,1
تتلاعبي,1
بتعليقاتنا,1
وتنشري,1
يخدمك,1
إحترافهم,1
لمهنة,1
وعرضا,1
للإفادة,1
والإستفادة,2
لاستفادة,1
مواهب,1
الموهبة,1
يقدرها,1
الافادة,1
ليحسن,1
وأداؤه,1
اداؤه,1
إستجلاب,1
يمضغون,1
نول,1
مترجمة,1
نسخ,4
إنشغال,1
لإختيار,1
المقريف,1
الجويفي,1
محذرا,1
انحاز,2
مهنيته,1
فكرته,1
المحسنون,1
للتلاميذ,1
والطلبة,1
لإتحاد,1
للمهاجرين,1
ليشكلوا,1
فلنتعظ,1
وليحفظ,1
ومطالبتهم,1
وشخصية,1
لمخازن,1
وانخرطوا,1
بمرتبات,1
شهرية,1
بالإغتصاب,1
إزدواجية,2
تهلل,2
لبنغازي,2
شيئأ,1
المراجعة,1
وساكت,2
شاءوا,2
للمحتاجين,2
و هي,1
مقارنه,1
ينزعجون,1
والمخربون,1
تزعجهم,1
وتؤرقهم,1
كطبيب,1
وأوجدت,1
وبمهنية,1
والإقتصادية,2
والإجتماعية,2
للمنتفعين,1
وسيرثها,1
يحرجه,1
شحنها,1
روعه,1
بقع,1
وأمنياتي,1
بمستقبلا,1
ومنارة,1
ومشرفة,1
السيناريوهات,1
أدمي,1
لفه,1
كمبيوتر محمول,1
أذم,1
بشعوبكم,1
نتمني,1
سموني,1
والكيب,1
الكيب,1
التويجر,1
الفطيسي,1
محاكاة,1
الإستقالة,2
إبداعاتهم,1
وتحدوا,1
إبهار,1
وإبداعاتهم,1
بوظيفة,1
فوقية,1
أهلكناهم,1
إعتقادا,1
أحقيته,1
ومنافسة,1
بفوهات,1
لا تسيئوا,1
وتأكلوا,1
الزقوم,1
منبهرا,1
تجعلوه,1
ونعطي,1
يا يوم,1
تقدميا,1
أو مذهبيا,1
وقومك,1
مروءة,1
تحاذق,1
ارقصوا,1
والعبوا,1
وأصواتهم,1
تتهدد,1
المماثلة,1
يمتثلوا,2
ويسلموا,1
إستفهام,1
وسيطلق,1
وحبسهم,1
يتلائم,1
وتبكي,2
والإستبدادية,1
والإحتلالية,1
وبسعيها,1
كبدا,1
كمدا,1
أزعجتنا,1
الداه,1
ولد أحمد,1
بتقبل,1
لبقة,1
بالتحضر,1
والتفتح,1
التفتح,1
التحا,1
اصدق,1
ليبيا ، ونزع,1
المتخفيين,1
و ثورة 17,1
إمتلاكهم,1
وفرضيات,1
إختبار,1
نظرياتهم,1
والتبديل,1
والتعديل,1
والتحديث,1
بإمتلاكهم,1
و حتى,1
والإنفتاح,1
تنفتح,1
الدارسين,1
وبيل,1
نرجسية,1
تتملكها,1
ومتماسكة,1
وإتهامها,1
بتجييش,1
وإنتقاد,1
واجبها,1
يقدرك,1
مسنودين,1
فتجد,1
بخالص,1
ازددت,1
إعجابا,1
أحيت,1
رقيبا,1
لمواقع,2
تعشعش,1
الهلوسة,1
الثخلف,1
الهمجيه٠,1
المفتون,1
ويفتون,1
بتحريم,1
حولي,2
ينعتني,1
وسيتمكن,1
إختراق,2
نحتاجها,1
مستقبلي,1
بالإكتشاف,1
والتفكر,1
يتوصلون,1
لإنبهارهم,1
وإحتياجهم,1
لغلظة,1
ولفتة,1
وتعاملها,1
يتابعها,1
ينتقدونها,2
بحكومتكم,1
فهيأ,1
لإتقيتم,1
وزنن,1
لألدين,1
ولألج,1
ولا يكلف,1
إلا وسعها,1
يستقوي فقط,1
يستقوى,1
ومستبعد,1
يقدر فقط,1
شراءه,1
سلخنا,1
التشنجات,1
للجم,1
اقصاء,1
منوال,1
كبلجيكا,1
وسويسرا وهذا عين,1
استباقا,1
ولنجابه,1
المحيطين,4
ما نريده,1
ويترصدون,1
ظلماء,2
ويحاصرونه,1
وسلاسل,1
وعصي,1
البيسبول,1
مبرحا,1
بالبوليس,1
الدولارت,1
أمنيتي,1
والفنون,1
بوصفهم,1
وتتشفى,1
تكترثوا,1
للأفعى,1
الفرانكفونية,1
مطبوعا,1
مصورا,1
مزيفا,1
400 يورو,1
وأسبوعي,1
مرفها,1
يسعده,1
لا نعاني,1
رقود,1
لاشي,1
نرتاد,1
المطاعم,1
والسينما,1
عبنا,1
اعتبرناه,1
المعترفين,1
بالمهزلة,1
خبا,1
يخدعني,1
الخب,1
تجن,2
رموزها,1
بلخير,1
لمرشح,1
وخذلانه,1
لرفيقه,1
ويتعاونون,1
وحراس,1
حرأر,1
وتسانده,1
نساق,2
المسالخ,1
أن يتاجر بنا أحد,1
لحمنا,1
ابتلاعنا,1
المخلوف,1
تغنيك,1
وتختصر,1
ومتشعبة,1
تقاذف,1
وبسذاجة,1
تملصا,1
الغاشي,1
محفوظة,2
أرثي,1
للغتي,1
الامازيغ,1
بالمعرض,1
صدارة,2
مجالسهم,1
ليتقوا,1
المنكسر,1
فالتائب,1
وأبرر,1
نعطها,1
يخاطبونهم,1
مستهان,1
فسقى,1
وأجا,1
وأحلوا,1
أحلوا,2
ويصوم,1
بح,1
عفيفة,1
وسيقت,1
سيقت,1
للجبال,2
يتقاذفها,1
تهليلهم,1
للفضاء,1
ومؤتمرات,1
بعارين,1
لمهرجان,2
للشعر,2
وأربابه,1
النجاسة,1
ولا نجد,1
ضئيلا,1
الاستنكارات,1
الكروية,1
لـ.,1
ألتزم,1
كإعلامي,1
وأبتعد,1
وخاطبني,1
لأخبرتك,1
الخطأ الجسيم,1
ما يكتب,1
ومغزى,1
الاغتراب,2
أو ظرف,1
وشعوره,1
ولا يرف,2
ما تصبو,1
مكتبات,1
للمطالعة,1
والتسليف,1
والسوق,1
والربح,1
وثوم,1
وبصل,1
ويصفنا,1
آلف,1
بمقابر,1
المجموع,1
تاريخيا بكل,1
الكلمة بالنسبة لروسيا فهي,1
موقفها الداعم,1
فستفتح,1
لها أبواب,1
سوريا والعالم,1
كصديق,1
وأكثر . أما إذا استمر الروس,1
نهاية مصالحهم,1
بسوريا بل,1
كرهوهم,1
بليبيا . والآن,1
تتعزز الكراهية ولن,1
سفارة لا بسوريا ولا بكثير من,1
العربية فضلا عن,1
روسيا الاقتصادية التي,1
ستتعطل,1
واتركهم,1
يفرحون بالمال,1
يأخذونه من,1
تغيير موقفهم,1
بعدما ينتهي مال,1
ماذا تتوقع,1
بموسكو,1
ومحرومون,1
بنظامنا,1
وراضين,1
يطعمنا,1
ويسقينا,1
فأوروبا,1
فجارا,1
تأخذني,1
رأفة,1
أ.,1
لصهيونية,1
تدوس,1
لسخرة,1
أسلمتنا,1
حماهم,1
يحم,1
أسلمتهم,1
نعيشها ، ولكن,1
عبادات,1
مرافق,1
وخارجي,1
وبالعالم,1
، وانظر لأرشيف منتدياتهم .,1
لأرشيف,1
منتدياتهم,1
الجرعة,1
، الفارق أن الشعب القطري يصمت خوفا,1
سيتشجع,1
أنشتري,1
يعملوا أي,1
يطبقوا,1
أو سوء,1
كانوا كفارا,1
يستغلونه,1
هذا الاستعمار,1
لا يقومون,1
مأربة,1
وملاحظ,1
فضاءا,1
وما لا يقال,2
وأساطيلكم,1
وطائراتكم,1
طائرتكم,1
تستيقظوا,1
أنفع,1
سيمر,2
وتخاذل منكم,1
جوبه,1
بالمؤامرات,1
لأطماعها,1
وبجيشنا,1
كالدرع,1
فما الذي,1
النصارنية,1
واجعلوها,1
يحنن,1
وأسألكم,1
الخلي,1
أوجزت,1
ووفيت,1
أوفيت,1
استسلمنا,1
كسول,2
استثقلنا,1
ونظرنا,1
كأكذب,1
يخن,1
ولم يطعنها,1
في الظهر,1
وتهويلا,1
لا تعادي,1
سببا علميا,1
ولا إنجلترا,1
التفاوت,1
منظماته,1
نسجد,1
للواحد,1
الإكرام,1
وغاو,1
وكيدال,1
وتذمر,1
وتبعات,1
كالعمل,1
العائدين,1
والمروعين,1
وهي تطلق,1
يناقشها,1
الشعوبيون,1
سمعوها,1
المهرج,2
ويكررونها,1
تحفضون,1
فشبيحة,1
تسمونها,2
بـ90,1
وأنتهز,1
أنتهز,2
لأشكر,1
مجهوداتكم,1
كإنشاء,1
خشيتم,1
يومية إلى,1
ةإلى,1
موسكو تنقل,1
تخديرهم,1
استلمهم,1
شقا,1
جسدهم,1
مخيطا,1
طا,1
بتشريح,1
المفقودون,1
أعضاءهم,1
حمض,1
يذيب,1
يقتلوك,1
يبيعوك,1
وصراعنا,1
وبدون جنون ! ! !,1
جيلهم,1
نشيدا,1
يسمعوه,1
هو نشيد ليبيا الوطني ،,1
نشيد,2
ويروا,1
زاهيا,1
مميزا,3
مخارجها,1
الهجينة,1
أكثر القوقازيين,1
يون,1
بالتشبح,1
والقوقاز,1
وفضحت,1
بأحزانه,1
والنائم,1
وقحة,1
فاسمعوا,1
المضخم,1
ثلثمائة,1
فاللعبة,1
أميل,1
وخلطها,1
تفكيرنا,1
معكرا,1
صاف,1
والجمل,1
فتظهر,1
جلية,2
ومفهومة,1
للتعريب,1
سرائيل,1
والسذج,1
خطورتها,1
بصداقتك,1
لطوارق,1
يجذب,2
المتحف,1
هيتعمل,1
ياريت,1
تتخصص,1
المطحونين,1
العلمى,1
الصناعى,1
تاعب,1
لية,1
يعوضنابحد,1
يعوضنا,3
دى,1
نتلق,1
نيالا,1
والاستغاثات,1
تكرراها,1
للناقدة,2
نجية,2
سبقته,2
وإلكترونية,1
لمكلنا,1
ويفضحون,1
فقرات,2
لناقدة,1
وجريدة,1
وكمقال,1
أسلاك,2
دليلا جديا,1
سيقرأ,1
الليكود,1
ودولته,1
مرسيل,1
والمغلوبين,1
وحفاة,1
وجائعين,1
يعكسها,1
موسيقاه,1
لمرسيل,1
ولأصابعه,1
والبؤساء,1
الكادحة,2
والإقطاعيين,1
الكولاك,1
والمتغيرات,2
لقرصة,1
أذنه,1
معذبي,1
ولا غيرها,1
سنصنعه,1
وسيسقطه,1
وأشاهد,1
وموقعها,1
عامليها,1
إتقانهم,1
الركيكة,1
تظهرها,1
ولا تظهرها,1
تكافؤ,1
وستميل,1
التخالف,1
عرفتم أين المشكلة ؟,1
عرفتوا,1
ومهمة,1
اللاحق,2
المنهزمتان,1
المنتصرتان,1
المطبوعة,1
المقلد,1
تأليفك,1
قانونيتها,1
أيامي في درعا,1
يليهم,1
كل قطرة,1
وتضاهي,1
وتحدد,1
والمؤيدين,1
لتنال,1
تستخفوا,1
ملكت,1
سون,1
الجلا,1
فاوضت,1
فمسلمة,1
87,2
وقد أخذوا,1
ماخذين,1
وبنوكهم,1
بنوكهم,2
المصلحون,1
التريليونات,1
أحييهم,1
صحيحة 90,1
أو المغشي,1
بألاعيب,1
ينحازوا,1
ليفسحوا,1
أنا مستغرب,1
ما تنتقدون,1
قفوا مع,1
لحقوقهم,2
والمؤيدون,1
ترونهم,1
ونريده,1
لتزودوا,1
جراثيمه,1
وستكبر,1
التليفزيونية,1
برؤيتها,1
تنغصك,1
سعد الله,1
أتحفونا,1
مصوريكم أن,1
تصفوننا,1
بالأبواق,1
قاصدا,1
و أنا,2
الحرجة,1
ليفبرك,1
وسيخفف,1
قولنا,1
ودكه,1
قبحه,1
بأمنكم,1
لتقتيل,1
تكفيره,1
بعينه ، وبشهادة,1
عورات,1
بالمناظرات,1
وأحادية,1
ليحيا,2
وتفاصل,1
لا يصب,1
مكهرب,1
والإستئصال,1
لألم,1
القدام,1
وإخوانها,1
انخرطت,1
أحببتك,1
أعدتي,1
فاذهبي,1
أردتي,1
تكوني,1
و 4,1
وصخر,1
زيتي,1
ونحاس,1
لمراسلي,1
مذيعي,1
يناقشوهم,1
يقاطعوهم,1
جند الله,1
والسني,1
أهاجم,1
و بشأن,1
لإقران,1
للحضارات,1
وفرقة,1
إمرة,1
فسقف,1
لقراهم,1
ليتوجوا,1
بأكاليل,1
الغار,1
وسيتنحر,1
النسائم,1
البادية,1
اتجه,1
وأدها,1
وتطبلون,1
وأيقنت,1
بالاقتتال,1
ظلمتهم,2
بتحليلك,1
ساعون,1
لوكالة,2
حسينية,1
وجند الله,1
و هذه,2
ريغي,2
25 مليون,1
زاهدان,1
امريکا,1
